32.000000,464.000000,117.479312,27.038523,113.000000,123.000000,138.000000,276.000000,10099562,315928,24326456
29.000000,450.000000,117.959487,27.889106,113.000000,125.000000,138.000000,281.000000,10000209,312186,24038322
32.000000,436.000000,116.854466,25.902071,113.000000,123.000000,138.000000,260.000000,10099583,316749,24389673
28.000000,336.000000,105.256910,26.811528,102.000000,120.000000,143.000000,177.000000,10099639,806362,62089874
27.000000,497.000000,105.055527,25.763873,103.000000,119.000000,141.000000,170.000000,10099869,808948,62288996
28.000000,489.000000,105.144059,26.037191,103.000000,119.000000,141.000000,173.000000,10099940,807098,62146546
39.000000,583.000000,159.279272,47.162838,159.000000,194.000000,224.000000,253.000000,10000159,1233807,95003139
39.000000,424.000000,158.643528,46.894796,159.000000,193.000000,223.000000,253.000000,10100187,1248979,96171383
39.000000,751.000000,157.677610,45.733358,158.000000,190.000000,221.000000,251.000000,10000766,1234961,95091997
39.000000,773.000000,257.859748,64.563984,262.000000,303.000000,335.000000,396.000000,10000475,1446291,111364407
40.000000,674.000000,255.599413,64.500984,261.000000,302.000000,334.000000,387.000000,10002108,1462696,112627592
33.000000,598.000000,255.105068,64.721665,259.000000,302.000000,334.000000,387.000000,10100049,1480396,113990492
63.000000,837.000000,307.607035,76.707606,323.000000,356.000000,389.000000,451.000000,10002087,1773821,136584217
59.000000,1686.000000,306.876659,75.275116,322.000000,353.000000,385.000000,443.000000,10000637,1818991,140062307
56.000000,816.000000,307.205007,75.116646,322.000000,354.000000,386.000000,443.000000,10001256,1810285,139391945
63.000000,1045.000000,378.936643,108.239571,414.000000,459.000000,495.000000,558.000000,10001524,1846109,142150393
59.000000,1006.000000,380.844147,110.188035,418.000000,462.000000,498.000000,564.000000,10000840,1839356,141630412
56.000000,977.000000,380.457807,109.552368,417.000000,461.000000,495.000000,559.000000,10000999,1852156,142616012
127.000000,1533.000000,499.004006,166.925807,426.000000,666.000000,746.000000,834.000000,10002005,1832618,141111586
122.000000,4039.000000,498.464216,167.715554,425.000000,666.000000,746.000000,834.000000,10003080,1835494,141333038
128.000000,1688.000000,496.407035,165.589829,425.000000,662.000000,742.000000,831.000000,10002444,1839564,141646428
193.000000,3169.000000,634.572055,213.812053,555.000000,745.000000,1009.000000,1107.000000,10002652,1819531,140103887
207.000000,2566.000000,634.965092,215.310008,556.000000,764.000000,1010.000000,1107.000000,10003052,1819107,140071239
178.000000,1904.000000,632.804950,214.023832,552.000000,760.000000,1006.000000,1105.000000,10003267,1826312,140626024
423.000000,4394.000000,900.950752,276.635552,818.000000,906.000000,1514.000000,1650.000000,10022089,1812672,139575744
391.000000,3443.000000,898.854423,276.708854,817.000000,906.000000,1507.000000,1645.000000,10024788,1819916,140133532
449.000000,4390.000000,905.778186,276.384104,824.000000,910.000000,1518.000000,1658.000000,10024895,1803827,138894679
660.000000,3509.000000,1190.457267,319.140251,1111.000000,1203.000000,1341.000000,2234.000000,10045127,1783171,137304167
666.000000,3435.000000,1178.950794,314.640883,1102.000000,1190.000000,1324.000000,2214.000000,10027181,1796112,138300624
677.000000,4319.000000,1180.325210,318.100017,1104.000000,1202.000000,1346.000000,2212.000000,10033815,1798431,138479187
854.000000,3202.000000,1454.655817,342.617670,1382.000000,1479.000000,1608.000000,2764.000000,10052744,1796490,138329730
853.000000,4288.000000,1462.998549,347.098252,1394.000000,1500.000000,1616.000000,2778.000000,10066910,1790052,137834004
891.000000,3756.000000,1464.014198,343.322768,1396.000000,1500.000000,1614.000000,2787.000000,10053157,1784070,137373390
1318.000000,5846.000000,2168.785054,387.576333,2111.000000,2241.000000,2383.000000,4177.000000,10014521,1759113,135451701
1355.000000,4931.000000,2167.794463,405.050003,2126.000000,2321.000000,2462.000000,4156.000000,10031888,1767600,136105200
1305.000000,6831.000000,2164.155968,394.335773,2111.000000,2245.000000,2371.000000,4169.000000,10030802,1764067,135833159
1768.000000,6769.000000,2948.137228,494.423232,2903.000000,3202.000000,3459.000000,5599.000000,10087434,1735093,133602161
1827.000000,6749.000000,2944.074371,493.046916,2922.000000,3190.000000,3444.000000,5571.000000,10070465,1732872,133431144
1884.000000,6850.000000,2926.881575,510.040654,2894.000000,3209.000000,3425.000000,5579.000000,10085377,1751622,134874894
