20.000000,405.000000,29.958085,4.042427,30.000000,32.000000,34.000000,40.000000,10099792,1229875,94700375
20.000000,105.000000,29.536737,3.726895,29.000000,32.000000,34.000000,39.000000,10100064,1247717,96074209
20.000000,406.000000,29.535524,4.094633,29.000000,32.000000,34.000000,40.000000,10100116,1249154,96184858
20.000000,163.000000,54.013105,6.449138,54.000000,57.000000,61.000000,67.000000,10100131,1577151,121440627
20.000000,143.000000,55.052154,7.609836,56.000000,59.000000,62.000000,69.000000,10099963,1534436,118151572
21.000000,164.000000,55.475301,8.841914,57.000000,60.000000,63.000000,71.000000,10099841,1507287,116061099
39.000000,499.000000,107.981421,34.799647,126.000000,137.000000,143.000000,154.000000,10099882,1623651,125021127
33.000000,542.000000,108.554817,35.551153,126.000000,140.000000,146.000000,157.000000,10000563,1579300,121606100
40.000000,558.000000,109.353879,39.387048,87.000000,150.000000,159.000000,172.000000,10099709,1488696,114629592
75.000000,708.000000,227.690799,32.258309,218.000000,240.000000,289.000000,311.000000,10000556,1801925,138748225
78.000000,1253.000000,227.708849,32.410294,218.000000,239.000000,289.000000,311.000000,10001023,1801960,138750920
56.000000,994.000000,190.946869,63.786072,152.000000,250.000000,293.000000,311.000000,10000492,1634594,125863738
85.000000,942.000000,258.795695,81.607759,229.000000,240.000000,447.000000,475.000000,10002227,1573603,121167431
51.000000,1314.000000,365.904719,104.022660,389.000000,456.000000,473.000000,527.000000,10001282,1795091,138222007
54.000000,1054.000000,366.726787,112.772750,412.000000,460.000000,477.000000,539.000000,10001531,1796974,138366998
70.000000,1419.000000,502.946322,180.701740,545.000000,685.000000,720.000000,774.000000,10001785,1794621,138185817
68.000000,1469.000000,505.195245,183.886679,430.000000,700.000000,723.000000,784.000000,10001080,1794338,138164026
70.000000,1364.000000,505.473989,183.730590,434.000000,700.000000,723.000000,787.000000,10001301,1792612,138031124
193.000000,2147.000000,782.551478,292.891210,610.000000,1164.000000,1235.000000,1341.000000,10003460,1794134,138148318
270.000000,2294.000000,783.915436,293.513039,611.000000,1166.000000,1236.000000,1341.000000,10002771,1790570,137873890
167.000000,2235.000000,783.514079,293.411812,611.000000,1163.000000,1236.000000,1341.000000,10004730,1790852,137895604
191.000000,3066.000000,1059.331204,370.780654,887.000000,961.000000,1791.000000,1894.000000,10003480,1791426,137939802
571.000000,2829.000000,1058.757214,368.006194,892.000000,965.000000,1798.000000,1904.000000,10008084,1794704,138192208
176.000000,2926.000000,1061.116723,368.999768,893.000000,966.000000,1802.000000,1907.000000,10003700,1790304,137853408
647.000000,5439.000000,1609.976510,485.423846,1444.000000,1485.000000,2840.000000,3002.000000,10024064,1796540,138333580
651.000000,5276.000000,1613.217992,490.412021,1443.000000,1487.000000,2842.000000,3003.000000,10020615,1792412,138015724
301.000000,4620.000000,1616.339624,487.768279,1450.000000,1491.000000,2853.000000,3013.000000,10038991,1788980,137751460
1031.000000,5235.000000,2174.248385,565.104405,2013.000000,2056.000000,2118.000000,4147.000000,10023425,1788432,137709264
1015.000000,5307.000000,2170.035656,565.767951,2008.000000,2048.000000,2113.000000,4138.000000,10044135,1792654,138034358
1064.000000,5481.000000,2170.608805,565.545368,2008.000000,2050.000000,2115.000000,4139.000000,10037888,1792376,138012952
359.000000,6593.000000,2733.617760,636.814844,2578.000000,2621.000000,2663.000000,5270.000000,10026821,1786400,137552800
589.000000,6885.000000,2734.283370,638.864482,2578.000000,2621.000000,2664.000000,5270.000000,10036373,1786284,137543868
453.000000,6630.000000,2732.563642,684.366481,2554.000000,2598.000000,2654.000000,5243.000000,10028837,1784125,137377625
608.000000,9146.000000,4126.967717,985.798030,3973.000000,4039.000000,4128.000000,8084.000000,10059334,1760694,135573438
653.000000,10319.000000,4140.738473,988.108372,3960.000000,4022.000000,4102.000000,8059.000000,10063172,1763550,135793350
609.000000,10387.000000,4139.025600,956.482779,3980.000000,4043.000000,4121.000000,8091.000000,10077424,1761251,135616327
950.000000,14244.000000,5271.011647,1800.432148,4935.000000,5377.000000,8567.000000,10299.000000,10081059,1732109,133372393
855.000000,12921.000000,5523.665379,1462.221979,5186.000000,5325.000000,5579.000000,10620.000000,10047975,1759795,135504215
845.000000,13396.000000,5488.947780,1492.763318,5141.000000,5291.000000,5779.000000,10554.000000,10069081,1761317,135621409
